dataset,seed,cohort,scope,feature,mean_abs_shap,rank,mean_signed_shap,positive_fraction,negative_fraction
stats19,1103,internal,Slight,feature_junction_detail,0.053866467161785579,7,0.014353961086211342,0.61339999999999995,0.3866
stats19,1103,internal,Slight,feature_junction_control,0.043495031506676635,13,0.0053247075810144255,0.1825,0.8175
stats19,1103,internal,Slight,feature_second_road_class,0.1111274919487545,2,-0.029254939818764297,0.51290000000000002,0.48709999999999998
stats19,1103,internal,Slight,feature_pedestrian_crossing,0.044256400454950148,12,0.0031834474885944395,0.38540000000000002,0.61460000000000004
stats19,1103,internal,Slight,feature_light_conditions,0.053844273626008916,8,-0.0066115612220049545,0.64539999999999997,0.35460000000000003
stats19,1103,internal,Slight,feature_weather_conditions,0.078048527183883817,6,-0.0023751150103562251,0.20000000000000001,0.80000000000000004
stats19,1103,internal,Slight,feature_road_surface_conditions,0.029150446597953555,15,-0.0034178478885604356,0.33160000000000001,0.66839999999999999
stats19,1103,internal,Slight,feature_special_conditions_at_site,0.018974809308374866,16,0.0026231445343820629,0.052999999999999999,0.94699999999999995
stats19,1103,internal,Slight,feature_carriageway_hazards,0.018021886625532158,17,-0.0015803262744463501,0.071900000000000006,0.92810000000000004
stats19,1103,internal,Slight,feature_urban_or_rural_area,0.088247166201787325,4,-0.010692759470153402,0.66700000000000004,0.33300000000000002
stats19,1103,internal,Slight,feature_trunk_road_flag,0.049043328508820226,11,-0.0039016369408915131,0.52869999999999995,0.4713
stats19,1103,internal,Slight,feature_speed_limit,0.13972350942122844,1,0.011116771952271317,0.70079999999999998,0.29920000000000002
stats19,1103,internal,Slight,feature_month,0.053445120764074774,9,0.0025879478564498626,0.50019999999999998,0.49980000000000002
stats19,1103,internal,Slight,feature_hour,0.085467791866150167,5,0.0033249463190110681,0.53310000000000002,0.46689999999999998
stats19,1103,internal,Serious,feature_day_of_week,0.040246880050264285,5,0.0010171852833544151,0.49320000000000003,0.50680000000000003
