dataset,seed,cohort,candidate,reference,metric,delta,ci_lower,ci_upper,design
stats19,5501,future,lightgbm_revised,logistic_weighted,ordinal_mae,-0.05766544135860574,-0.06070724384951498,-0.054603574861038146,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,ordinal_mae,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,accuracy,-0.10371852923400082,-0.10620547524448365,-0.1011617307558929,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,accuracy,0.020143271869767276,0.017715279360329836,0.022521475918238026,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,accuracy,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,fatal_recall,0.10252996005326231,0.088548601864181092,0.118508655126498,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,fatal_recall,-0.1584553928095872,-0.17842876165113183,-0.13979693741677771,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,fatal_recall,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,serious_or_fatal_recall,0.26762136503251027,0.26247556743388251,0.2731281662611193,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,serious_or_fatal_recall,-0.016235190873189975,-0.021342095815549043,-0.011009613466831547,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.056070228977379677,0.052205554509695148,0.059894775431747704,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.048916543640453058,-0.052563238776541413,-0.044992420264151338,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,0,0,0,paired_true_class_stratified
