seed,model,explanation_cohort,output_class_code,output_class_label,feature,mean_signed_shap,median_signed_shap,mean_abs_shap,class_specific_importance_rank,positive_share,negative_share,zero_share,sample_rows,interpretation
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_number_of_lanes,-0.0005790283348755938,-0.027204951100680583,0.06983295680422591,4.0,0.1839574381010845,0.8160425618989154,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_state_highway,0.005178508816463433,0.029118649067856144,0.07019278967320934,3.0,0.6464088397790055,0.35359116022099446,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_terrain,0.0037108063028919083,-0.006159263302307586,0.04483479302297096,7.0,0.37916922447309187,0.6208307755269081,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_light,-0.00042260425159270585,0.007777545243598771,0.07577360619946878,2.0,0.5340699815837937,0.46593001841620624,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_road_character,0.0008271735057201605,0.0016641015257976809,0.026418455057314306,10.0,0.612645794966237,0.38735420503376305,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_road_lane,-0.0019069762770155037,-0.007659753692780528,0.028693626964064575,9.0,0.3149171270718232,0.6850828729281768,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_road_surface,-0.0008941776692315429,-0.004361538625083507,0.010240247484723665,15.0,0.220585226110088,0.779414773889912,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_street_light,-0.005516902238105358,-0.0014406414284483385,0.06489033179757793,6.0,0.49560057294863924,0.5043994270513608,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_traffic_control,0.0004082574739911849,-0.0134091244651689,0.06895177881785537,5.0,0.4174340085942296,0.5825659914057704,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,1,Serious,feature_urban,-0.0007288771097659758,-0.00038390574669321814,0.023769901086894366,11.0,0.4964190710047064,0.5035809289952936,0.0,4887,raw_class_score_attribution_not_causal
