seed,model,metric,higher_is_better,contrast,internal_value,future_2025_value,point_gap,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
4409,lightgbm_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.34012339444923595,0.33930364467106916,0.0008197497781667895,-0.014848545723682093,0.015247369711247292,2000,2000,independent_stratified
4409,lightgbm_weighted,qwk,True,random_internal_minus_same_model_2025,0.08696093290979912,0.09590296184826308,-0.008942028938463964,-0.03450302518133816,0.016940657425072485,2000,2000,independent_stratified
4409,lightgbm_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.645999590750972,0.6459874786568014,1.211209417062431e-05,-0.02486166882063951,0.0262559746689525,2000,2000,independent_stratified
4409,lightgbm_weighted,accuracy,True,random_internal_minus_same_model_2025,0.5170861469204011,0.5177385695313982,-0.0006524226109970721,-0.018065513094513066,0.01551970230103006,2000,2000,independent_stratified
4409,lightgbm_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.5844700944386149,0.5807589394307954,0.003711155007819489,-0.015919044648465632,0.022785206263338256,2000,2000,independent_stratified
4409,lightgbm_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.24734607218683652,0.28335759340126154,-0.036011521214425024,-0.07168301517104118,-0.0019493428148478179,2000,2000,independent_stratified
4409,lightgbm_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.49624060150375937,0.38223938223938225,0.11400121926437712,0.010917496443812203,0.21481406218248314,2000,2000,independent_stratified
4409,lightgbm_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.52,0.5745689655172413,-0.05456896551724133,-0.09046165797914991,-0.0166333700882118,2000,2000,independent_stratified
4409,lightgbm_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.7790055248618785,0.7699677480553975,0.00903777680648099,-0.019532533725485655,0.040118007318267056,2000,2000,independent_stratified
5501,dummy_most_frequent,macro_f1,True,random_internal_minus_same_model_2025,0.29214085910257886,0.29211966176366094,2.119733891792208e-05,2.119733891792208e-05,2.119733891792208e-05,2000,2000,independent_stratified
5501,dummy_most_frequent,qwk,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
5501,dummy_most_frequent,ordinal_mae,False,random_internal_minus_same_model_2025,0.24718641293226928,0.24464048567634225,0.002545927255927033,0.002545927255927033,0.002545927255927033,2000,2000,independent_stratified
5501,dummy_most_frequent,accuracy,True,random_internal_minus_same_model_2025,0.7800286474319623,0.7799279074179473,0.00010074001401505495,0.00010074001401505495,0.00010074001401505495,2000,2000,independent_stratified
5501,dummy_most_frequent,minor_recall,True,random_internal_minus_same_model_2025,1.0,1.0,0.0,0.0,0.0,2000,2000,independent_stratified
5501,dummy_most_frequent,serious_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
5501,dummy_most_frequent,fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
5501,dummy_most_frequent,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
5501,dummy_most_frequent,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.5215878862287702,0.513849364446974,0.007738521781796126,0.007738521781796126,0.007738521781796126,2000,2000,independent_stratified
5501,logistic_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.32372471291894406,0.32453449386236655,-0.000809780943422489,-0.014723766658198238,0.013306351224991596,2000,2000,independent_stratified
5501,logistic_weighted,qwk,True,random_internal_minus_same_model_2025,0.09823691669204637,0.09721021760894477,0.001026699083101601,-0.020497242596846547,0.023254080370328507,2000,2000,independent_stratified
5501,logistic_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.7388991201145897,0.7394232593435781,-0.0005241392289884184,-0.02605914149243596,0.026109386302316188,2000,2000,independent_stratified
